mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_smote__sampling_strategy,param_smote__k_neighbors,param_model__solver,param_model__class_weight,param_model__C,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
2.5694520473480225,0.5812672065699624,0.11124277114868164,0.01866090603552615,0.1,7,lbfgs,,0.1,"{'smote__sampling_strategy': 0.1, 'smote__k_neighbors': 7, 'model__solver': 'lbfgs', 'model__class_weight': None, 'model__C': 0.1}",0.017964071856287425,0.005988023952095809,0.008982035928143712,0.020958083832335328,0.005988023952095809,0.011976047904191617,0.006280292504012883,25,0.008982035928143712,0.014221556886227544,0.01721556886227545,0.012724550898203593,0.014221556886227544,0.01347305389221557,0.0026779257215566346
5.7988354682922365,0.36050864974002134,0.1274808406829834,0.021628018851312256,0.75,7,liblinear,,0.01,"{'smote__sampling_strategy': 0.75, 'smote__k_neighbors': 7, 'model__solver': 'liblinear', 'model__class_weight': None, 'model__C': 0.01}",0.08383233532934131,0.08682634730538923,0.0658682634730539,0.0748502994011976,0.09880239520958084,0.08203592814371258,0.011138368405831302,20,0.08308383233532934,0.08083832335329341,0.08532934131736528,0.08383233532934131,0.07784431137724551,0.08218562874251498,0.002610119127868667
5.876011610031128,0.6232311130982009,0.14086484909057617,0.03496518214831628,0.1,5,liblinear,balanced,1.0,"{'smote__sampling_strategy': 0.1, 'smote__k_neighbors': 5, 'model__solver': 'liblinear', 'model__class_weight': 'balanced', 'model__C': 1}",0.4940119760479042,0.5239520958083832,0.5059880239520959,0.5059880239520959,0.5598802395209581,0.5179640718562875,0.02303638809780999,7,0.5336826347305389,0.5157185628742516,0.5082335329341318,0.5254491017964071,0.5097305389221557,0.5185628742514969,0.009683210556165382
4.9089971542358395,0.6848032709409533,0.1103470802307129,0.026986104232633725,0.1,7,liblinear,,100.0,"{'smote__sampling_strategy': 0.1, 'smote__k_neighbors': 7, 'model__solver': 'liblinear', 'model__class_weight': None, 'model__C': 100}",0.017964071856287425,0.0029940119760479044,0.008982035928143712,0.017964071856287425,0.005988023952095809,0.010778443113772455,0.00616504798861497,27,0.008982035928143712,0.01347305389221557,0.017964071856287425,0.01122754491017964,0.01347305389221557,0.013023952095808384,0.0029790043027144307
4.503263521194458,0.9662184595092633,0.10955753326416015,0.030913562731874806,0.1,7,liblinear,,10.0,"{'smote__sampling_strategy': 0.1, 'smote__k_neighbors': 7, 'model__solver': 'liblinear', 'model__class_weight': None, 'model__C': 10}",0.017964071856287425,0.0029940119760479044,0.008982035928143712,0.017964071856287425,0.005988023952095809,0.010778443113772455,0.00616504798861497,27,0.008982035928143712,0.01347305389221557,0.017964071856287425,0.01122754491017964,0.01347305389221557,0.013023952095808384,0.0029790043027144307
4.938877201080322,0.49491710287660634,0.125077486038208,0.011220710069284262,0.02,7,liblinear,,10.0,"{'smote__sampling_strategy': 0.02, 'smote__k_neighbors': 7, 'model__solver': 'liblinear', 'model__class_weight': None, 'model__C': 10}",0.0029940119760479044,0.0,0.0029940119760479044,0.008982035928143712,0.0,0.0029940119760479044,0.0032797757934441086,30,0.0029940119760479044,0.0037425149700598802,0.0029940119760479044,0.0014970059880239522,0.0037425149700598802,0.0029940119760479044,0.0008199439483610271
5.390387630462646,0.38617589114050493,0.08657360076904297,0.03190680092986492,0.2,7,liblinear,balanced,0.1,"{'smote__sampling_strategy': 0.2, 'smote__k_neighbors': 7, 'model__solver': 'liblinear', 'model__class_weight': 'balanced', 'model__C': 0.1}",0.49101796407185627,0.5329341317365269,0.5089820359281437,0.49700598802395207,0.5598802395209581,0.5179640718562875,0.02540503405460651,7,0.5299401197604791,0.5232035928143712,0.5112275449101796,0.5254491017964071,0.5097305389221557,0.5199101796407185,0.00801422683492465
3.344333124160767,0.3824358845965328,0.1421123504638672,0.035290373213231994,0.5,3,lbfgs,,0.001,"{'smote__sampling_strategy': 0.5, 'smote__k_neighbors': 3, 'model__solver': 'lbfgs', 'model__class_weight': None, 'model__C': 0.001}",0.0718562874251497,0.0688622754491018,0.04790419161676647,0.059880239520958084,0.08083832335329341,0.06586826347305388,0.011202567026269285,22,0.06437125748502993,0.06511976047904192,0.07035928143712575,0.06736526946107785,0.06212574850299401,0.0658682634730539,0.002800641756567323
2.57913818359375,0.2293403346925218,0.11420555114746093,0.01785197012465521,0.1,5,lbfgs,balanced,0.001,"{'smote__sampling_strategy': 0.1, 'smote__k_neighbors': 5, 'model__solver': 'lbfgs', 'model__class_weight': 'balanced', 'model__C': 0.001}",0.4940119760479042,0.5209580838323353,0.4940119760479042,0.4940119760479042,0.5508982035928144,0.5107784431137724,0.022612224656885276,18,0.532185628742515,0.5089820359281437,0.4977544910179641,0.5224550898203593,0.5089820359281437,0.5140718562874251,0.011970432815391483
4.221664762496948,0.5965884159682574,0.10462803840637207,0.019429779307845157,0.3,7,lbfgs,balanced,1.0,"{'smote__sampling_strategy': 0.3, 'smote__k_neighbors': 7, 'model__solver': 'lbfgs', 'model__class_weight': 'balanced', 'model__C': 1}",0.5,0.5329341317365269,0.5149700598802395,0.5,0.562874251497006,0.5221556886227544,0.023696238248394466,1,0.5366766467065869,0.5217065868263473,0.5119760479041916,0.5269461077844312,0.5119760479041916,0.5218562874251498,0.009389462144051957
